Word;Count;Probability;Huffman Code;Max Length Code
dose;2;0.00018%;;1001000000000000000000000000000000
condolence;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
excusable;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
unofficial;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
via;2;0.00018%;;100011000000000000000000000
adjutantgeneral;2;0.00018%;;101110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
dme;2;0.00018%;;100011000000000000000000000
gracieux;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
souverain;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
flammes;2;0.00018%;;1001110000000000000000000000000000000000000000000000000
clairaient;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
michauds;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
requires;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
discouragement;2;0.00018%;;10111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
relevant;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
wellphrased;2;0.00018%;;10101100000000000000000000000000000000000000000000000000000000000000000000000000000
agonized;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
dynasty;2;0.00018%;;1001110000000000000000000000000000000000000000000000000
exhausting;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
meanest;2;0.00018%;;1001110000000000000000000000000000000000000000000000000
dmeat;2;0.00018%;;10010100000000000000000000000000000000000
transcend;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
condemnation;2;0.00018%;;101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000
matrshka;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
vivandire;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
racking;2;0.00018%;;1001110000000000000000000000000000000000000000000000000
warrants;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
gentlemens;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
grazing;2;0.00018%;;1001110000000000000000000000000000000000000000000000000
posthouses;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
stationmasters;2;0.00018%;;10111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
brusquely;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
farms;2;0.00018%;;10010100000000000000000000000000000000000
dealer;2;0.00018%;;100110000000000000000000000000000000000000000000
informally;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
fancier;2;0.00018%;;1001110000000000000000000000000000000000000000000000000
stallions;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
samples;2;0.00018%;;1001110000000000000000000000000000000000000000000000000
friendliest;2;0.00018%;;10101100000000000000000000000000000000000000000000000000000000000000000000000000000
brightest;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
recklessness;2;0.00018%;;101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000
cavalier;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
remount;2;0.00018%;;1001110000000000000000000000000000000000000000000000000
enhanced;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
clustered;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
intoxicatingly;2;0.00018%;;10111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
inns;2;0.00018%;;1001000000000000000000000000000000
conspiratorial;2;0.00018%;;10111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
mythological;2;0.00018%;;101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000
wellfitting;2;0.00018%;;10101100000000000000000000000000000000000000000000000000000000000000000000000000000
coral;2;0.00018%;;10010100000000000000000000000000000000000
ivory;2;0.00018%;;10010100000000000000000000000000000000000
dianas;2;0.00018%;;100110000000000000000000000000000000000000000000
oho;2;0.00018%;;100011000000000000000000000
childless;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
lily;2;0.00018%;;1001000000000000000000000000000000
papas;2;0.00018%;;10010100000000000000000000000000000000000
matchmaker;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
reawoke;2;0.00018%;;1001110000000000000000000000000000000000000000000000000
undeservedly;2;0.00018%;;101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000
consummate;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
coquette;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
maneuvered;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
strivings;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
appropriately;2;0.00018%;;1011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
bishops;2;0.00018%;;1001110000000000000000000000000000000000000000000000000
basely;2;0.00018%;;100110000000000000000000000000000000000000000000
honesthearted;2;0.00018%;;1011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
unreasonably;2;0.00018%;;101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000
dreaminess;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
reveries;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
inextricable;2;0.00018%;;101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000
tearfully;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
hysterical;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
secretive;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
superstitious;2;0.00018%;;1011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
prohibited;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
intervening;2;0.00018%;;10101100000000000000000000000000000000000000000000000000000000000000000000000000000
hostelry;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
dovey;2;0.00018%;;10010100000000000000000000000000000000000
relentless;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
meditative;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
thoughtfulness;2;0.00018%;;10111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
surprisingly;2;0.00018%;;101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000
definiteness;2;0.00018%;;101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000
frailty;2;0.00018%;;1001110000000000000000000000000000000000000000000000000
trials;2;0.00018%;;100110000000000000000000000000000000000000000000
essences;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
civility;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
squad;2;0.00018%;;10010100000000000000000000000000000000000
stoves;2;0.00018%;;100110000000000000000000000000000000000000000000
towers;2;0.00018%;;100110000000000000000000000000000000000000000000
nativity;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
escorting;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
eckmhl;2;0.00018%;;100110000000000000000000000000000000000000000000
schoolmaster;2;0.00018%;;101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000
reverberation;2;0.00018%;;1011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
faltering;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
adducing;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
numbed;2;0.00018%;;100110000000000000000000000000000000000000000000
stupefied;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
annihilating;2;0.00018%;;101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000
wellnourished;2;0.00018%;;1011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
dumbly;2;0.00018%;;100110000000000000000000000000000000000000000000
impeding;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
evergrowing;2;0.00018%;;10101100000000000000000000000000000000000000000000000000000000000000000000000000000
gruffly;2;0.00018%;;1001110000000000000000000000000000000000000000000000000
deadly;2;0.00018%;;100110000000000000000000000000000000000000000000
pardoned;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
battens;2;0.00018%;;1001110000000000000000000000000000000000000000000000000
wrongdoing;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
murderers;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
disquiet;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
unwound;2;0.00018%;;1001110000000000000000000000000000000000000000000000000
motions;2;0.00018%;;1001110000000000000000000000000000000000000000000000000
wellrounded;2;0.00018%;;10101100000000000000000000000000000000000000000000000000000000000000000000000000000
friendsuffer;2;0.00018%;;101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000
unwrapped;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
tss;2;0.00018%;;100011000000000000000000000
tt;2;0.00018%;;10001000000000000000
surname;2;0.00018%;;1001110000000000000000000000000000000000000000000000000
maggot;2;0.00018%;;100110000000000000000000000000000000000000000000
gnaws;2;0.00018%;;10010100000000000000000000000000000000000
housewife;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
counsel;2;0.00018%;;1001110000000000000000000000000000000000000000000000000
earning;2;0.00018%;;1001110000000000000000000000000000000000000000000000000
wages;2;0.00018%;;10010100000000000000000000000000000000000
whichever;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
grandchildren;2;0.00018%;;1011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
dragnet;2;0.00018%;;1001110000000000000000000000000000000000000000000000000
bulges;2;0.00018%;;100110000000000000000000000000000000000000000000
cracks;2;0.00018%;;100110000000000000000000000000000000000000000000
suppleness;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
directness;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
appositeness;2;0.00018%;;101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000
sewed;2;0.00018%;;10010100000000000000000000000000000000000
planed;2;0.00018%;;100110000000000000000000000000000000000000000000
indecent;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
saws;2;0.00018%;;1001000000000000000000000000000000
appositely;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
adorning;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
endearment;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
commonest;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
platsha;2;0.00018%;;1001110000000000000000000000000000000000000000000000000
chaffed;2;0.00018%;;1001110000000000000000000000000000000000000000000000000
errands;2;0.00018%;;1001110000000000000000000000000000000000000000000000000
exhales;2;0.00018%;;1001110000000000000000000000000000000000000000000000000
dissuade;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
equipages;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
semiopen;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
roundabout;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
lpetsk;2;0.00018%;;100110000000000000000000000000000000000000000000
shya;2;0.00018%;;1001000000000000000000000000000000
daunted;2;0.00018%;;1001110000000000000000000000000000000000000000000000000
integral;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
preoccupations;2;0.00018%;;10111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
brnnikovs;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
vlga;2;0.00018%;;1001000000000000000000000000000000
sevenyearold;2;0.00018%;;101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000
clattered;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
connais;2;0.00018%;;1001110000000000000000000000000000000000000000000000000
depuis;2;0.00018%;;100110000000000000000000000000000000000000000000
longtemps;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
groove;2;0.00018%;;100110000000000000000000000000000000000000000000
snyayou;2;0.00018%;;1001110000000000000000000000000000000000000000000000000
gangrene;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
fester;2;0.00018%;;100110000000000000000000000000000000000000000000
squirrelfur;2;0.00018%;;10101100000000000000000000000000000000000000000000000000000000000000000000000000000
translucently;2;0.00018%;;1011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
venue;2;0.00018%;;10010100000000000000000000000000000000000
antagonistic;2;0.00018%;;101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000
gosp;2;0.00018%;;1001000000000000000000000000000000
reap;2;0.00018%;;1001000000000000000000000000000000
feedeth;2;0.00018%;;1001110000000000000000000000000000000000000000000000000
inexorable;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
unfettered;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
realization;2;0.00018%;;10101100000000000000000000000000000000000000000000000000000000000000000000000000000
ultimately;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
preternaturally;2;0.00018%;;101110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
onesidedly;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
brainspun;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
malignant;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
outward;2;0.00018%;;1001110000000000000000000000000000000000000000000000000
complexity;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
ryazna;2;0.00018%;;100110000000000000000000000000000000000000000000
salutary;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
voted;2;0.00018%;;10010100000000000000000000000000000000000
calamitous;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
overtures;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
adjutantsgeneral;2;0.00018%;;1100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
initiator;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
scouted;2;0.00018%;;1001110000000000000000000000000000000000000000000000000
chime;2;0.00018%;;10010100000000000000000000000000000000000
chiming;2;0.00018%;;1001110000000000000000000000000000000000000000000000000
dudgeon;2;0.00018%;;1001110000000000000000000000000000000000000000000000000
ds;2;0.00018%;;10001000000000000000
permutations;2;0.00018%;;101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000
plottings;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
crossings;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
interminglings;2;0.00018%;;10111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
srpukhov;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
dmtrov;2;0.00018%;;100110000000000000000000000000000000000000000000
rza;2;0.00018%;;100011000000000000000000000
confronting;2;0.00018%;;10101100000000000000000000000000000000000000000000000000000000000000000000000000000
averting;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
shapovlov;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
unguarded;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
kkins;2;0.00018%;;10010100000000000000000000000000000000000
torban;2;0.00018%;;100110000000000000000000000000000000000000000000
letashvka;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
rec;2;0.00018%;;100011000000000000000000000
brzin;2;0.00018%;;10010100000000000000000000000000000000000
reeling;2;0.00018%;;1001110000000000000000000000000000000000000000000000000
selfjustifications;2;0.00018%;;110010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
miscarried;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
stromlova;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
dmtrovsk;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
volunteered;2;0.00018%;;10101100000000000000000000000000000000000000000000000000000000000000000000000000000
majorgeneral;2;0.00018%;;101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000
deceptive;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
declivity;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
distrustful;2;0.00018%;;10101100000000000000000000000000000000000000000000000000000000000000000000000000000
thirtyeight;2;0.00018%;;10101100000000000000000000000000000000000000000000000000000000000000000000000000000
assiduously;2;0.00018%;;10101100000000000000000000000000000000000000000000000000000000000000000000000000000
bagovts;2;0.00018%;;1001110000000000000000000000000000000000000000000000000
bagovt;2;0.00018%;;100110000000000000000000000000000000000000000000
placid;2;0.00018%;;100110000000000000000000000000000000000000000000
temperament;2;0.00018%;;10101100000000000000000000000000000000000000000000000000000000000000000000000000000
crosspurposes;2;0.00018%;;1011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
forewarned;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
orlvdensovs;2;0.00018%;;10101100000000000000000000000000000000000000000000000000000000000000000000000000000
recognitions;2;0.00018%;;101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000
freer;2;0.00018%;;10010100000000000000000000000000000000000
diagonal;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
parallelogram;2;0.00018%;;1011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
transition;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
abounding;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
methodically;2;0.00018%;;101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000
wintering;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
northerly;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
southerly;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
astounding;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
sabastiani;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
denominations;2;0.00018%;;1011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
ignominious;2;0.00018%;;10101100000000000000000000000000000000000000000000000000000000000000000000000000000
safeguarded;2;0.00018%;;10101100000000000000000000000000000000000000000000000000000000000000000000000000000
evilminded;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
maraude;2;0.00018%;;1001110000000000000000000000000000000000000000000000000
placarded;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
tillers;2;0.00018%;;1001110000000000000000000000000000000000000000000000000
protects;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
abodes;2;0.00018%;;100110000000000000000000000000000000000000000000
craftsmen;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
surplus;2;0.00018%;;1001110000000000000000000000000000000000000000000000000
husbandmen;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
mokhovya;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
buyer;2;0.00018%;;10010100000000000000000000000000000000000
highroads;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
tuesdays;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
workingmen;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
inscribed;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
combining;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
filial;2;0.00018%;;100110000000000000000000000000000000000000000000
orphans;2;0.00018%;;1001110000000000000000000000000000000000000000000000000
recounts;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
nonperformance;2;0.00018%;;10111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
polemic;2;0.00018%;;1001110000000000000000000000000000000000000000000000000
fain;2;0.00018%;;1001000000000000000000000000000000
fortifying;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
basil;2;0.00018%;;10010100000000000000000000000000000000000
razed;2;0.00018%;;10010100000000000000000000000000000000000
mining;2;0.00018%;;100110000000000000000000000000000000000000000000
embassage;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
preserving;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
padlocks;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
mutilated;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
disorders;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
posnykovs;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
valueless;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
ineffectiveness;2;0.00018%;;101110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
lawful;2;0.00018%;;100110000000000000000000000000000000000000000000
complains;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
nuisances;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
courtyards;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
provender;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
starvation;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
disintegrated;2;0.00018%;;1011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
trsor;2;0.00018%;;10010100000000000000000000000000000000000
impeded;2;0.00018%;;1001110000000000000000000000000000000000000000000000000
shudders;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
figurehead;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
azor;2;0.00018%;;1001000000000000000000000000000000
femglka;2;0.00018%;;1001110000000000000000000000000000000000000000000000000
furry;2;0.00018%;;10010100000000000000000000000000000000000
disdaining;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
bask;2;0.00018%;;1001000000000000000000000000000000
frolic;2;0.00018%;;100110000000000000000000000000000000000000000000
ankles;2;0.00018%;;100110000000000000000000000000000000000000000000
solidity;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
hereditary;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
infested;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
animatedly;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
slackness;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
invigorating;2;0.00018%;;101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000
bricks;2;0.00018%;;100110000000000000000000000000000000000000000000
repulsively;2;0.00018%;;10101100000000000000000000000000000000000000000000000000000000000000000000000000000
homely;2;0.00018%;;100110000000000000000000000000000000000000000000
skullcap;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
chats;2;0.00018%;;10010100000000000000000000000000000000000
chatting;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
sew;2;0.00018%;;100011000000000000000000000
convenience;2;0.00018%;;10101100000000000000000000000000000000000000000000000000000000000000000000000000000
rounder;2;0.00018%;;1001110000000000000000000000000000000000000000000000000
flowered;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
louse;2;0.00018%;;10010100000000000000000000000000000000000
handiwork;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
assignation;2;0.00018%;;10101100000000000000000000000000000000000000000000000000000000000000000000000000000
saddened;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
scraps;2;0.00018%;;100110000000000000000000000000000000000000000000
feats;2;0.00018%;;10010100000000000000000000000000000000000
quests;2;0.00018%;;100110000000000000000000000000000000000000000000
smirched;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
positive;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
reservation;2;0.00018%;;10101100000000000000000000000000000000000000000000000000000000000000000000000000000
insolubly;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
alertness;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
emaciation;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
dysentery;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
semidark;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
exhortations;2;0.00018%;;101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000
dramdadadam;2;0.00018%;;10101100000000000000000000000000000000000000000000000000000000000000000000000000000
damdam;2;0.00018%;;100110000000000000000000000000000000000000000000
conjecturing;2;0.00018%;;101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000
blasius;2;0.00018%;;1001110000000000000000000000000000000000000000000000000
unburned;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
heathens;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
neskchny;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
debouching;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
ordnka;2;0.00018%;;100110000000000000000000000000000000000000000000
transmoskv;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
converge;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
crossway;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
settings;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
chaises;2;0.00018%;;1001110000000000000000000000000000000000000000000000000
badlooking;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
wenches;2;0.00018%;;1001110000000000000000000000000000000000000000000000000
rouged;2;0.00018%;;100110000000000000000000000000000000000000000000
swaggeringly;2;0.00018%;;101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000
colic;2;0.00018%;;10010100000000000000000000000000000000000
worsening;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
oscillating;2;0.00018%;;10101100000000000000000000000000000000000000000000000000000000000000000000000000000
boarded;2;0.00018%;;1001110000000000000000000000000000000000000000000000000
dated;2;0.00018%;;10010100000000000000000000000000000000000
showering;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
russofrench;2;0.00018%;;10101100000000000000000000000000000000000000000000000000000000000000000000000000000
augezd;2;0.00018%;;100110000000000000000000000000000000000000000000
malkhov;2;0.00018%;;1001110000000000000000000000000000000000000000000000000
paroxysm;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
prose;2;0.00018%;;10010100000000000000000000000000000000000
testimony;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
workings;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
cogwheel;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
revolves;2;0.00018%;;10100000000000000000000000000000000000000000000000000000000000
figner;2;0.00018%;;100110000000000000000000000000000000000000000000
litashvka;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
pleadingly;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
alexy;2;0.00018%;;10010100000000000000000000000000000000000
wakened;2;0.00018%;;1001110000000000000000000000000000000000000000000000000
shcherbnins;2;0.00018%;;10101100000000000000000000000000000000000000000000000000000000000000000000000000000
tinder;2;0.00018%;;100110000000000000000000000000000000000000000000
dreamy;2;0.00018%;;100110000000000000000000000000000000000000000000
proprietys;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
milordoviches;2;0.00018%;;1011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
rescind;2;0.00018%;;1001110000000000000000000000000000000000000000000000000
premonition;2;0.00018%;;10101100000000000000000000000000000000000000000000000000000000000000000000000000000
aggressive;2;0.00018%;;1010100000000000000000000000000000000000000000000000000000000000000000000000
champions;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
ripe;2;0.00018%;;1001000000000000000000000000000000
unripe;2;0.00018%;;100110000000000000000000000000000000000000000000
barthlemi;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
ingenious;2;0.00018%;;101001000000000000000000000000000000000000000000000000000000000000000
medn;2;0.00018%;;1001000000000000000000000000000000
yukhnv;2;0.00018%;;100110000000000000000000000000000000000000000000
